review,label
"This project was originally conceived as the movie version of popular Japanese manga SlamDunk! and that's not something new to Jay Chou, who made his movie debut playing a character from another wildly popular manga Initial D. Along the way, it was decided to incorporate some kung fu into the movie, so hence the title, even if the idea wasn't very original, with Stephen Chow's Shaolin Soccer coming to mind with martial arts and ball games combined.<br /><br />However, and thankfully, those scenes where kung fu actually influenced the games were kept to a bare minimum, and in Kung Fu Dunk, really quite unnecessary, because they don't add much to the plot nor drum up much excitement, and at most offered some cheap laughs and reminisced about the time when Stephen Chow used kung fu in football games. Jay Chou is comfortable in his role as a martial artist Fang Shi-jie since it's not the first time he fought using martial arts (Curse of the Golden Flower anyone?), and under the stunt direction of Ching Siu-Tung, he was made to look really believable as he trashes countless of gangsters in a bar as seen in the trailer, just to let you know who's boss.<br /><br />That was almost why his character is made a kung fu practitioner, and for the fact of giving him an excuse for being a top shot, able to shoot the hoops from practically any angle. And with Eric Tsang as a small time hustler Chen-Li who sees his potential and becomes his agent, he joins a university to play varsity basketball, but not without the initial objection of team captain Ting-wei (Chen Bo-Lin) and team star Xiao-lan (Baron Chen, in his big-screen debut). But you know with team members on the same side, it's not before long they combine their strengths to take on adversaries on the basketball court.<br /><br />And I will stick my neck out to say that this movie is to basketball just as how Goal was to football. It made the sport look good because of its charismatic characters, despite them dripping so much coolness and aloofness on the courts. Here, special effects and wire-work were employed to make the actors seem like professionals who can take out a top side in the NBA league, and in all honesty, really looked stunning, especially when they mimic various dunking moves, and performing combo-moves thanks to technology and stunt work. So in actuality, the kung fu elements don't really have to be in the movie. The stunt work itself will be able to justify most of the moves as they're quite grounded to reality, only having you to suspend belief that boys of average height have springs in their feet to leap that height for a professional dunk.<br /><br />Pity too that the number of games were only a handful, with the time spent on plenty of subplots, but each were loosely developed and flitted in and out of the story as and when they please. Things like the abandoned Shi-jie's quest to use the basketball games to get his parents to one day attend them, that of gangsterism penetrating and influencing games, and his love life with Charlene Choi in yet another flower vase role just to look good and do nothing else. Everyone's acting a little too cool, leaving little room for main characters to add depth. One of the key themes here is the realization of the importance of teamwork rather than on individual talent and ability, and it could have been brought out much stronger if the players themselves interacted a lot more off the court, than only on it, and during competitive games, apart from the high-fives and friendly passes.<br /><br />With the US$10 million budget, it is easy to see where the money went to - the effects, in particular, a massive fantasy sequence at a crucial point in the movie. It's quite flawless, nice to look at and probably justifiable on its quality alone, but again I like to emphasize, that even without those elements, the basketball stunts itself would still make this a decent movie with nifty basketball moves. And having Jay Chou playing for your team is a big boost to any hopes of a box office success.",1
"I'm a fan of Jeff Bridges so I snapped this up on DVD without having seen it previously. I instantly became a fan of Kevin Spacey, also.<br /><br />The general plot of ""alien in human body"" has, in my experience, been done to death, but I liked the approach taken in K-PAX, which struck me as quite different and much more sensitive than most. Bridges makes an excellent doctor (you *want* to tell him what's on your mind) and Spacey's expressions and gestures are perfect in the role.<br /><br />The interaction between Prot and the entirely human characters in the clinic is delightful, particularly the subtle manipulation of their behaviour.<br /><br />The ending is bittersweet - I like Prot's choice, but the final scenes (with Bridges) made me teary.",1
"Personally, I enjoyed Cut thouroughly. It was the first time I've seen a theatrically release Australian slasher flick. A genre normally restricted to the mainstream hollywood films.<br /><br />With all the usual cooky comedies and dramas coming out of Australia I loved being able to see a homegrown horror movie that wasn't a rip off of anything. I didn't even think it was really a spoof of other movies. It was a supernaturally theme horror like Nightmare on Elm Street, not Scream or I know What You Did Last Summer and therefore there was more of a suspension of disbelief. I think it's about time Australian films tried to get more into the mainstream genres.<br /><br />Cut was original, scary enough and ultimately just a bit of fun. I'd give it seven out of ten and wouldn't treat it as anything serious. It did what I expected it to do, entertain and scare me enough times to be satisfying. I enjoyed it.",1
"Pointless and pretty silly film that is just basically a compilation of clips from horror, science fiction and suspense films. There are unnecessary shots to an audience watching the clips and Donald Pleasance and Nancy Allen are among audience members who turn to the camera and explain why we love horror films. Not a bad idea but all the explanations are obvious (""movie horror helps us deal with real horror"", ""you are at the mercy of the filmmaker in a theatre"") and pretty trite. Also the clips are shown very quickly and the changes are kind of jarring. And, shown out of context, these bits aren't very scary at all. And it's REAL short--I saw it in a theatre back in 1984 and was outraged that I paid $5.00 for an 84 minute movie!<br /><br />Still, it is reasonably well-edited and Allen and Pleasance seem to be enjoying themselves. For people who have an interest in knowing more about terror this might be fun and interesting. But if you're a horror fan (like me) you'll probably be bored silly. Good idea, bad execution (no pun intended). I give it a 3.",0
"I love buying those cheap, lousy DVD's from Alpha Video. One day, I happened to buy this one. It's the perfect silly science fiction film of the 50's, all sexed up. Replete with unscientific EVERYTHING, scantily clad girls and plenty of melodrama, it's an enjoyable film, to those who appreciate this kind of stuff. And if you can 'suspend your disbelief' enough, you can actually get creeped out-- not just by the psychotic head or by the beating of the thing in the closet, but toward the end, with the character of 'the perfect body'. It's so . . . . what's another word for mindf***ing?",1
"This film is, quite simply, brilliant. The cinematography is good, the acting superb and the story absolutely breathtaking. This is the story of Donald Woods, a white South African who thought himself a liberal until he found out the reality of apartheid. Kevin Kline is completely convincing - so much so that when Donald Woods himself appeared on TV some years later, I recognised him from Kline's portrayal. Denzel Washington also turns in a masterful performance, as ever.<br /><br />I urge you to watch this. It is long, but it is worth your patience because it tells such an incredible story. Remember, folks, this really happened.",1
"This film biography of early rock and roll star Buddy Holly (1936-1959) is a tour de force for Gary Busey. The movie's highlights are Busey's stage performances where he plays guitar and sings Holly songs. He brings such energy to the performances that Holly's own filmed performances almost pale in comparison. Busey's infectious toothy grin lights up the screen, he creates a totally believable and winning personality and his Oscar nomination for best actor was well deserved.<br /><br />The film follows Holly's career from growing up in Lubbock, Texas, to stardom and New York and his untimely death in a plane crash. One thing I found interesting, if true, was Buddy's driving ambition--he had great plans to go beyond recording and performance to producing. As young as he was he was already establishing himself as a shrewd businessman and definitely wanted to take things to a higher level. We will never know if he would have ultimately catapulted his early success into a business brand like The Rolling Stones.<br /><br />The lyrics of many of Holly's songs are pretty adolescent; read the lyrics for ""Peggy Sue"" or ""Oh Boy!"" and you will see what I mean. Maybe to a great extent this explains his popularity with adolescent audiences, but his instrumentation and stage performances surely account for his influence on groups to follow--both The Rolling Stones and The Beatles have acknowledged his importance.<br /><br />Clearly some liberties were taken for dramatic effect. For example, I doubt that Holly ever punched out a producer in Nashville or that the audience at New York's Apollo theater was so immediately responsive as to be wildly dancing in the aisles. If you are interested in getting closer to the truth, see the documentary ""The Real Buddy Holly Story"" (1985) that is produced and hosted by a very relaxed and engaging Paul McCartney. This contains interviews with Holly's family, friends, and band-mates (Holly's musical brothers are not even mentioned in ""The Buddy Holly Story""). Members of other bands like Keith Richards and Don Everly also offer opinions and stories and there is footage of old Holly performances. The McCartney production can stand on its own, but it makes an excellent companion piece to ""The Buddy Holly Story"" and perhaps should be required viewing for anyone who watches the fictionalized story.",1
"I don't know why they even kept the name. How they could call the series 'The Scarlet Pimpernel' after they deviated from the novels so much, I wouldn't have a clue. The character names are the only things they kept, and even then they changed a few of those, and mixed them up, and changed Percy's relationships with them. Admittedly, I only watched about two hours at the most of it, but that was enough for me to realize that the series was nothing like Baroness Orzcy had portrayed her characters, and probably would have been rolling around in her grave when it was filming and airing. Poor lady. I hope that when the next person wants to make a movie/series of the book they don't ruin it as completely as this series did.",0
"We were excited to rent this one after reading a few reviews and seeing that it scored so highly here. Well, we got it home and could not believe what we saw. Its basically comes off as if its written by some hard up perverted old guy who could not help inserting his sexual frustrations and fantasies into an anime film that really lacks in plot and humor. The main character is all over the place... one moment, he is like an immature little kid, the next moment he is mature and intelligent, then heroic, then a perverted stalker.<br /><br />The worst part is all of the out of place sexual content. I have no problem with sex and dig a movie that has some good sexual energy, but this is just presented in a way that is creepy. Nipple slips, close ups of a girls crotch (many times) in white panties, or a swimsuit. It was totally out of place and it seemed as if the person who wrote it was trying to live out some fantasies through his cartoon characters. <br /><br />We were expecting something of a mature nature, but we just kept looking at each other and asking what the heck the point of this was... besides jiggling cartoon boobs and poor dialogue. If you want to see some cartoon characters cleavage and crotch's... this is for you. If you are looking for something beyond that, this movie was empty. The characters and dialogue were just plain irritating.<br /><br />",0
"This was the best Muppet movie I've seen ever! I happen to know that Miss Piggy's fantasy of meeting as infants was the cause of Muppet Babies. The songs will remain in my head forever. Only saying so because that stupid Nickelodeon show Hey Dude song still remains in my head. Sorry, a little off the topic there. But anyway what I like is Animal after the credits saying ""Bye Bye! Bye Bye! Bye Bye! Bye Bye! Bye Bye! Hasta Luego!"" That made me laugh so hard. My absolute favorite is the play at the end. I was surprised that the Sesame Street characters popped in at the wedding. I'm just glad this movie was very entertaining. I borrowed it from the library, and now I have bought it because I can't keep the library's copy forever. In conclusion, I proclaim this is the best movie I've ever seen! In my case, it's even better than Austin Powers in Goldmember, which was my favorite movie!",1
"I'm seen this documentary in its feature-form, in a movie theatre. And... wouah! The pictures are astonishing, one really wonder how by Jove did they manage to film those waves, those animals, those... is that a plant ? a predator ? a creature from the movie Abbyss ? Anyway, it's remarkable. Sure we've seen a lot of such documentary on TV, with weird animals and so on, but none with such a beauty, a precision, a deep emotion. The only downside is the commentary. In French it's narrated by François Perrin, usually good and familiar with beautiful documentaries, but the text is not good at all. Not enough informative of too much, innapropriatly anthropoid...",1
"Is this the future that awaits us? An overpopulated, unforgiving wasteland with a hellish, unwanted existence? This film brings to mind a problem that still plagues us, doubly so since the film was released in back in 1973. Let's hope that the world isn't going to end up like this...<br /><br />Soylent Green is a wild movie that I enjoyed very much. It had likable characters, a semi-apocalyptic setting, a compelling and thought-provoking storyline, and the macho-est macho man out there: Charleton Heston. Richard Fleischer gave the movie a very unpleasant, dirty feel. You're almost choked by the stench from the city and its filthy inhabitants.<br /><br />The characters are wonderful. Charleton Heston, who has become one of my favorite actors, IS Thorn. The man created this role of badass, yet likable tough-guy. I could definitely put myself in Thorn's shoes. He sees that something isn't right, but everyone around him either doesn't listen (more like paid not to listen) or wants him dead. Edward G. Robinson (in his last film, R.I.P.) plays the lovable old Sol, who has had enough of this nasty place. Everyone else is great, especially Leigh Taylor-Young as Shirl, a piece of ""furniture"" that comes with the apartment in which she resides.<br /><br />The special effects are fantastic, even for 1973. The Soylent Green factory, the futuristic apartments, and especially the ""scoops"" (bulldozers that get rid of people) were excellent. The polluted air outside looks disgusting and very nasty. The empty city streets filled with the vile and putrid people are very unsettling.<br /><br />One final note is the ending, which even now still shocked me. It is gruesome, but if you think about it, it's a pretty good idea.<br /><br />The Bottom Line: <br /><br />An excellent 70's Science Fiction flick that makes you think and leaves you feeling very uneasy.",1
"I'm not going to lie and say I don't watch the show--I do. BUT it has a lot, and a lot of flaws. 1) The Boarding School is perfect. The drama is at a minimum. Everyone is so nice to each other, you know. Lets give that a reality check. Its IMPOSSIBLE that ANY school is perfect like PCA. Free laptops for everyone. Big dorm rooms. Mini fridges. If there was a school like that in real life, almost nobody there would be a virgin for one. Two, everyone there is so rich, and its weird how nobody has anything stolen yet. 2) Characters really unrealistic. First things first, who in they're right minds talk like they do. They talk like a perfect teenager would. Secondly, Logan Reese(Matthew Underwood) is an extremely rich boy ""hot"" teenage boy. My question is, why isn't almost ever girl in that school all over him? He's rich and ""hot"" now a days all those girls would be after him, even if he was a jerk. Also, Chase is the most stupidest person ever. He is this shy teenager who claims to not be in love with Zoey, and over-reacts to everything that involves Zoey. She must be BLIND not to see him in love with her.<br /><br />Come on Nick. I know you can do better than THAT. Please..",0
"This is another of John Travolta's ""come back"" movies, and if he continues on with characters and movies like this one, his come back will take hold.<br /><br />This is so sweet...sickeningly so if you're not into the romance comedy scene. If you are, this is one innovative RomCom. Every performance (including that of Skippy the Dog) was beautiful, without much more than a trace of the irreverence found in ""Dogma."" (Although, as movies go, I loved Dogma!)<br /><br />Travolta is not nearly as brash in his performance as the previews would lead you to believe. He is an angel and if you consider yourself to be well read, then you understand that angels were far from perfect. You will not, therefore, be insulted by this film. Even those who are overly sensitive to such things shouldn't be insulted by this work, as Nora went to great lengths to see to it that it was the least abrasive as possible, given the subject matter.<br /><br />I love this, and love it more each time I watch it. It's beautiful and sweet, engaging, and endearing.<br /><br />It rates a 7.3/10 from...<br /><br />the Fiend :.",1
"No other movie has made me feel like this before... and I don't feel bad. Like, I don't want my money back or the time that I waited to watch this movie (9 months) nor do I feel bad about using two hours of a sunny summer day in order to view this ______. The reason I say ""_____"" is because no matter how hard I wrack my brain I just can't seem to come up with a word in ANY of the seven languages that movie was in to sum it up. I have no idea what was going on the entire time and half way through the movie I needed a breather. No movie has ever done this to me before. Never in my life have I wanted cauliflower, milk, and baguettes this much. Thank you. - Ed<br /><br />Uh. *clears throat* No words. No thoughts. I don't know. I truly don't know. - Cait",1
"This movie might not put the Catholic church in the best light but it is telling a story based on true events. Unfortunately not everything in life, including religion, are all nice and rosy. Sometimes people and groups do things that at the time seem like the right thing but in retrospective do not look as great as they once did. ""A Love Divided"" tells the story of a family, yes it does incorporate religion, but really the story is about a family, and that family's ability to stay together no matter what is thrown at them. This film is also based on true events which is not to say that this story, scene by scene, is true, but if you were to look at news articles from that time period you would be able to see that neither churches handled the incident in a way that was helpful towards the family. Both churches are at fault here, the Catholic church for forcing such a regulation on the family in the first place and not responding to the violence that came with it and the Protestant church for telling the mother that she should just obey her husband and his priest and not put up a fight. In this case both let this family down. I believe that the film does a good job in showing this struggle in both the church and the family. It in no way shape or form is putting down the Catholic church, just the opposite, it shows how one incident can change the course of that religion's ideas and how one person can have an effect far more reaching then just themselves.",1
"Robert Urich was a fine actor, and he makes this TV movie believable. I remember watching this film when I was 15, and when seeing it a second time my opinion stays the same. People lose who they were when enter this exclusive club, in a computer rich Californian town. Urich try's to figure out what is wrong with his family, and I love the Halloween space suit idea, brilliant. This film is about the battle of one's sprit. TV quality, that exceeds, the big budget, Gangs of New York. I wonder if Robert Urich was the compassionate man he portrayed in many of his movie? I hope so! 6 or 7 out of 10.",1
"The plot of this movie hangs on one important point: that this murderer was also a responsible, loving, caring father. Not that being a father and a murderer is impossible. But this man is shown murdering a teenage girl without provocation or reason and without emotion. This girl was someone's daughter. I don't think a father who cared so much about his own daughter could have been so cold-blooded to someone else's daughter. Or, alternately, could have been so cold blooded and yet worry about and care for his own daughter. And the idea that a convicted murderer would actually ask his victim's parents to take in and care for his daughter is beyond belief.<br /><br />That said, the characters were acted with conviction by the actors. I thought changing Scott Bakula's eye color did make him seem more cold and menacing than he usually is. You couldn't see into his eyes at all.",0
"The Bothersome Man is one of the best foreign films I have ever seen. All the technical aspects are, in my opinion, perfect (lighting, acting, directing, pacing, etc). The STORY is breathtaking.<br /><br />Seemingly beyond death, our main character finds himself inhabiting a world without beauty, passion or anything remotely pleasing to the human senses. His work is cold and uninteresting; his relationships are numb and uninspiring, and when it all becomes too much, he seeks to end it in front of a train. But it doesn't end - he can not leave this strange world by suicide! Working his way back to a man who seemed to be feeling he same isolation and loneliness, our main character joins him in excavating a stone wall in hopes of revealing the source of a strange and wonderful smell and music. Just as they break through - and I will not reveal THAT much, it all comes to an end and the movie ends as oddly as it began.<br /><br />Suffice it to say you will either love this movie or hate it. I feel that it is like a magical poem - open to many different interpretations and all of them as valid as the next. If you enjoy new experiences in film and want to be taken away from Hollywood's crap-feast, try this movie!<br /><br />9/10 (and I don't rate easily!) because in spite of its darkness, this movie left me with a sense of something greater...something mysterious and beyond ourselves. Well done!",1
"Homicide: The Movie proved to be a good wrap-up to a well-written, well-directed, and well-acted series. Loose ends were tied up that weren't properly addressed at the end of the final season. The entire series, and especially the movie, provided a life-like look at life (and death) in Baltimore, a culturally unique city with an extremely high murder rate. My attraction to the series began long before I moved to Baltimore, but once I experienced life here for myself, I realized how realistic it was. And the movie certainly retained that spirit. I will certainly miss new original episodes of the series, but am very grateful to NBC and the producers and cast for giving us one last glimpse at the dark side of Charm City.",1
"Man On Fire tells a story of an ex-special forces guy with a drinking problem who accepts a job as a personal bodyguard of a little girl in Mexico during the wave of kidnappings for ransom. At first he's not to friendly, but then they befriend with each other, he decides to stop drinking etc., etc... then one day she gets kidnapped... and killed...<br /><br />And HE, won't stop at anything to get the revenge.<br /><br />That's basically the story of Man On Fire but expect some big twists at least a few times including the ending which is beautiful and will probably make you cry.<br /><br />That's also because of the great music Harry-Gregson Williams with Lisa Gerrard (Gladiator) composed.<br /><br />But the strongest part of the movie... wait... the thing is, everything here is perfect.<br /><br />First - acting. Denzel Washington is at his best, Mickey Rourke and Christopher Walken good as always, great Radtha Mitchell and AMAZING young Dakota Fanning. And that's not the end of the list...<br /><br />Then come the cinematography which is dazzling and along with superb editing, should have won an Oscar for sure.<br /><br />The story is... not just a revenge movie. The story is intelligent, the story makes you think... and is pure beautiful. Really.<br /><br />This is one of those movies you need to see in your lifetime, at least once!",1
I know that the real story of Little Richard is a lot more thrilling than this maudlin and thoroughly average biopic. But then producer Little Richard was probably too reluctant to bring to light any sordid details of his life and just gave us a forgettable facsimile of his career highlights from the 50s and 60s.,0
"""Sleeping With the Enemy"" is a predictable, 'been there before' thriller that never seems to find any inspiration no matter how desperately cast and crew try. I can't believe a bunch of my friends talked me into seeing this at the movies some sixteen years ago.<br /><br />The complete lack of originality from the Ronald Bass screenplay (based upon the Nancy Price novel) does not help, nor does the stale direction of Joseph Ruben or the very average performance from Julia Roberts. The supporting cast including Patrick Bergin and Kevin Anderson do little to help.<br /><br />There really isn't a lot to say. Just give it a miss.<br /><br />Sunday, April 14, 1991 - Hoyts Cinema Centre Melbourne",0
"It's a rare sensation to come across a film so embarrassing that you feel an urge to turn away from the screen. But when you see a noble actor like Sir John Gielgud surrounded by naked, copulating couples that's just what you'll want to do. Add to that Peter O'Toole as syphilis-ridden emperor Tiberius and Malcolm McDowell sticking his finger up a male victim's anus, and you begin to appreciate that Caligula is solely of interest to addicts of sick/outrageous films.<br /><br />The film charts the life of notorious Roman emperor Caligula (McDowell), a highly disturbed individual whose story is told through a series of sexual encounters, decapitations, betrayals, murders, incestuous relationships and lesbian sex scenes.<br /><br />Although Caligula was totally mad in real life, and probably did succumb to his base instincts more often than not, the film is still inexcusable filth. The sex in the film isn't used as one aspect in a multi-layered story - the sex IS the story. After a while, all the nudity, hip thrusting and nipple sucking becomes tedious due to sheer repetition. The performances are totally undisciplined, particularly McDowell who throws caution to the wind and gives a performance that is all wild-eyed posturing. O'Toole seems to be treating the script with the contempt it deserves (surely he's in it purely for the money?!). Rumours abound that additional pornographic scenes were added without the director's consent during post production, but in truth there isn't a single minute in Caligula that is dignified or well-made. It is doubtful that this amount of time, talent and money will ever be thrown at a porno film again, so in that sense Caligula is a one-of-a-kind experience... on the other hand, it's so monumentally awful that perhaps the fact it is ""one-of-a-kind"" is a blessing in disguise.",0
"My all-time favorite movie! I have seen many movies, but this one beats them all! Excelent acting, wonderful story. You will, as a ""normal"" caring person start to love George. Altough he is an actor, he is also himself and a very lovable person. And maby most important thing: you will learn to respect & look different to people with Down Syndrome.",1
"The film listed here as having been made in 1980 is not the film which is available from Something Weird Video in their ""Driver's Ed Scare Films Vol. 5"". For one thing the 1980 version is in color. SWV has on this disc an earlier version (1972) of the film made in b&w for WLWT television Channel 5 in Cincinnati. Either way this film is notorious. However, unlike most other driver's ed films, this was intended for television broadcast and viewing by the general public. Thus the level of carnage has been ratcheted down. It's still a pretty grim exercise in exploitation of bloody death for a purported educational intent. I live in the Cincinnati area and I remember this thing being shown every year around prom time on Channel 5. If you're looking for one film that demonstrates the tone of this uniquely American film phenomenon, ""The Last Prom"" is pretty typical - morose, hyperbolic, extremely didactic, heavy on melodrama. Whether it really affected any teenager's driving at all is anyone's guess.",0
"It's not difficult, after watching this film, to see why post-silent Soviet cinema is held in such little critical esteem. Don't get me wrong. THE CRANES ARE FLYING is, for the first half at least, supremely entertaining, boasting a lightness of touch completely unexpected from its country of origin; a fresh, brisk, spacious technique that eventually irritates as much as it initially charms; two stunning subjective set-pieces; and a romantic verve that flirts with, but never quite topples into, Lelouch territory. It's just that , in its subsuming of vast social, national and world events to a love affair, it is essentially no different from a conventional Hollywood movie.<br /><br />Of course, in a Soviet Union that emphasised the state above all else, and in an era (World War Two) that suppressed individualism and liberty to uphold murderous symbolism, this foregrounding of two appealing young lovers is a relief. And the thematic similarities - all consuming love rent apart by war - with two of the most wonderful of all films (SEVENTH HEAVEN, LES PARAPLUIES DE CHERBOURG) also adds to its potential loveability.<br /><br />The story is simple enough. Boris, a young factory worker from a bright medical and artistic family, and Veronika, a student, conduct a breezy relationship at night, their only free time. Boris's cousin Mark, a composer, also has eyes on Veronika. When the Nazis invade Russia, Boris secretly volunteers, to the chagrin of his family and lover. He promises to write to Veronika, but never does, thinking maybe she hasn't bothered to see him off, or perhaps the mail is simply unreliable. Veronika's parents die during an air raid, and she moves in with Boris's family, helping out at the hospital where his father tends wounded soldiers.<br /><br />Distressed by Boris's silence, Veronika is also assailed by the attentions of Mark, who has gained exemption from military duty by bribing a local official. She is eventually worn down, and marries him, to the disapproval of her adopted family. Boris, meanwhile, is killed in action. Veronika, disgusted with herself and an adulterous Mark, refuses to believe this, and awaits his return, fostering a young orphan bearing his name.<br /><br />The title refers to the birds the couple see at the height of their love, symbolic perhaps of its transcendant, epiphanical power. But this is illusory - the cranes fly in a V formation, and this shape pervades the entire film, through the geometric shapes of buildings, interiors, exteriors, groupings of people, composition, camera angles, the heroine's name - or by editing in which feet walking southwest in one story are met by feet walking southeast in another. <br /><br />This serves to fatally trap the lovers who have no control over their destinies, and also suggest the Stalinist power that is never, specifically, mentioned in the film. Although the pair seem to be free in space, whether literally in an unpeopled environment, or privileged in generous close-ups, they are always ironised, minimised, torn apart - by circumstances, families, by crowds (see the brilliant, if obvious, sequences where Veronika is engulfed by tanks, or the pair fail to meet in a huge crowd), or simply by the film's structure, which is constantly distancing, through paralellism, their closeness. Although at the beginning, the lightness and brightness of style suggest a beautiful romantic idyll, it is constantly being broken by strange edits or camera angles of distracting snatches of music.<br /><br />What is most remarkable is how these blocks to romance are achieved by abstracting rather than emphasising historical forces. The whole film, but especially the war itself, is strangely unreal and dreamlike, we are never shown its harsh, brutal actuality, just its effects on the lovers. In fact, it is transformed into a majestic spectacle, devoid of nasty Germans. <br /><br />On the home front, the air raids create delicious effects of light and shade, or ruins of almost Gothic decadence. In the bunker, the threat to the Soviet empire is less important than Boris's perceived indifference. The empty, oneiric Moscow spaces the lovers initially, than Veronika with her mother, walk though are less actual locations than emotional spaces. <br /><br />When Mark tries to force himself on Veronika, the air raid is less a destructive reality than a symbolic release of sexual and emotional frustrations. This is a brilliant sequence, filmed with silent, Expressionistic terror, in which the screen seems to burst with hysteria and violence, all the more compelling for the earlier scenes' wistful gentleness.<br /><br />It's not much different at the front either, where fights over girls' honour are more urgent than tactics, Nazis or despair. The movement of Boris and his wounded comrade into a final space is a further abstracting of the experience of war, its setting in a forest giving it a sexual dynamic; and Boris' final, pre-death flashback is an extraordinary mixture of dream-wish fulfillment and heightened anxiety, in which what is wished for becomes menacing and grotesque.<br /><br />From this point on the film becomes a little less interesting, slightly more obvious. One more grasp for Expressionist overload - Veronika's attempted suicide and her rescuing the infant - is clumsily handled; and her sombre guilt casts a paralysing shadow over the whole film. The use of deep focus, at first ravishing, soon becomes wearing, devoid as it is of any of the moral force or meaning Welles brought to its use in CITIZEN KANE. After what seems a quietly sly critique of totalitarianism in favour of the individual is cruelly betrayed at the end, when individual suffering, as so often in Russian art, transmutes into symbolic (i.e. sexless, dehumanised) hope. A pity.",1
"Rural family drama--with perhaps a nod to ""Ordinary People""--concerns a young boy who withdraws into himself after fatally wounding his older brother in a shooting mishap. Despite downbeat subject matter (given mercilessly glum treatment by director Christopher Cain), there are some dynamics in this sad story worth exploring. Unfortunately, the isolated farming atmosphere and the reluctance of the adult characters to take charge of the situation render the film a stultifying experience. What with Robert Duvall, Glenn Close, and Wilford Brimley in the cast, the movie is nearly a small-scaled reunion of ""The Natural"". Too bad this project didn't get the necessary talent behind the camera to really eke out a gripping, memorable picture. *1/2 from ****",0
"If you are under the age of 6 or 7, then you're going to really enjoy this movie. My youngest daughter is glued to the TV when she watches it. As an adult, I can't stand it!! I'm all up for sequels....when they have a decent storyline. But this is nowhere near up to standard. Please forgive me for slating what is after all a kid's film, but when you have to sit through it nearly every day when your kids who love it so much, you'll understand why. My daughter would watch this film over and over again on the same day if we let her.<br /><br />I've given this film 4 out of 10 purely for the fact that it keeps my youngest entertained.",0
"I saw the movie in 1972, and like other people who have commented on it here ... I went back many more times to see it over and over ... I think 9 times in all. Just great is how I would describe it ... I was taken by the sound track, the beautiful panoramas of the south of France, the life style the kids began on their own. An ideal way to live is what they had set up ... of course the powers that be have to intercede, but when I forget that part I find myself wanting to be in the movie and live like that! So good that it is available on DVD now ... it was not around for years! <br /><br />TLW",1
"Rented 3 bad movies to watch with my friends in my dorm room.<br /><br />Leprechaun 4, Jack Frost and The Prey.<br /><br />I picked up Jack and Lep 4 because they are well known bad movies I have never seen.<br /><br />I picked this movie out because it matched the ""How to find a bad movie"" guide on badmovies.org, No real description, no pics of the movie on the back, and I had never heard of it, had to be a winner :)<br /><br />(SPOILERS, but this movie is so awful it doesn't matter :P)<br /><br />This is a TRUE bad movie, Lep 4 and Jack Frost are dumb on purpose, this is dumb despite the best efforts of the cast and crew.<br /><br />This ""movie"" starts out much like Evil Dead, even the actors look similar and have the same style of dress. Unlike Evil Dead it never gains any speed at all. For a ""slasher"" movie it is pretty bland, in 80 minutes 6 people get killed, but these are spread apart so far it becomes quickly boring.<br /><br />The director threw in a lot of boring shots on animals hunting, obviously to go along with the whole ""Prey"" theme but they do nothing to advance the story and are quite boring. The gore is horrible. All these extra shots were to make up for lack of a script and story.<br /><br />The last 5 minutes of the movie are shot mostly in slow motion, yet another way to add length to this. The ""climax"" is such a total joke, its hard to laugh at it is so bad. The back of the box says ""The ending will shock and haunt you."" Yes it will, it will shock you that someone could put such a bad ""plot twist"" on film and ""haunt"" you because you won't believe you paid to watch this crap.<br /><br />Also the tagline is ""Its not human, and it's got an axe!"" One person is killed with an axe in the whole movie and it is off screen.<br /><br />A true 1 out of 10. I LOVE laughing at bad movies, but this one is so bad that it even lacks campy qualities. No bad movie night is compete without a true character building flick :P",0
"Awful, awful, awful...<br /><br />I loved the original film. It was funny, charming, and had heart... this piece of junk has NONE of those things.<br /><br />Reused jokes from the original film, stupid plots, bad animation, different voices (with the exception of Kronk and Yzma) that sound NOTHING like the ones in the original (especially Pacha... *shudder*).<br /><br />The characters are off model, the animation is flat and boring, it's just a bad job all around.<br /><br />And why is Kuzco a jerk again? I thought he had reformed... but since when are these TV spin offs loyal to the original *rolls eyes*.<br /><br />I'm sorry, but there is nothing redeemable about this... at all.<br /><br />Avoid at all costs.",0
"I probably saw this movie first in about 1995. Since then I've returned to it many times. It's great! I especially like the first and second clips, ""Creation"" and ""Civilization Rising."" Wow! This was so cool back in the glory days of CG animation. CG is way older than I am, as I know the film ""Tron"" was made 7 years before my time. But this film was a landmark in the early '90s. It was probably the first collaboration of different CG experiments set to music. I like it so much, I think I'll go watch it now. Bye",1
"The Leap Years stars some heavy hitters in the local and regional film and television scene. And yet, they cannot save this movie. It has so many things going against it - over acting, overly melodramatic, poor script, inconsistent direction; and too few things going for it - decent music , good cinematography. This comment is mainly for anyone who throws all local movies into one basket after watching this film and says all local movies are bad. Please do not judge the rest based on this one film. This is a television soap opera masquerading as a romantic feature film. My hopes were high when I bought my ticket and my hopes were dashed five minutes into the film.",0
